name,location,origin,location_country,origin_country,origin_country_1,origin_country_2,origin_country_3,origin_country_4,origin_country_5,origin_country_6
Yemen Sheba Auction Lot 1: Wadi Al Mahjr,"Taipei, Taiwan","Al Mahjr, Al Hayma District, Yemen",Taiwan,Yemen,Yemen,,,,,
Ethiopia Guji Sakicha JH144,"Taipei, Taiwan","Guji Zone, Oromia Region, Ethiopia	",Taiwan,Ethiopia,Ethiopia,,,,,
Colombia La Esperanza Anaerobic,"Chicago, Illinois","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Kenya Athena AB Espresso,"Taoyuan, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Kona Medium Roast,"Holualoa, Hawaii","Holualoa, North Kona, United States",United States,United States,United States,,,,,
Kona Medium-Dark Roast,"Holualoa, Hawaii","Holualoa, North Kona, United States",United States,United States,United States,,,,,
Elida Estate ASD Natural Catuai 15,"Henderson, Nevada","Boquete growing region, Panama",United States,Panama,Panama,,,,,
Yemen Mokha Matari,"Grove City, Pennsylvania","Bani Matar, Sana’a Governorate, Yemen",United States,Yemen,Yemen,,,,,
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,"Chia-Yi, Taiwan","Acatenango growing region, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Kenya Gichathaini,"Lexington, Virginia","Mathira West District, Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Super WUnited Statesh,"Chicago, Illinois","Sama, Ana Sora District, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Gichathaini,"Lexington, Virginia","Mathira West District, Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Gogogu Bekaka #1,"Chicago, Illinois","Uraga, Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Gichathaini,"Lexington, Virginia","Mathira West District, Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Guji Hamasho Washed,"Minneapolis, Minnesota","Bombe Mountains, Sidama growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Worka Sakaro Anaerobic Natural,"Floyd, Virginia","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Elida Estate Dragonfly Catuai Lot 13,"Henderson, Nevada","Boquete growing region, Panama",United States,Panama,Panama,,,,,
Kenya Gachatha Nyeri AA,"Floyd, Virginia","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Worka Sakaro Anaerobic Natural,"Floyd, Virginia","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Strawberry Forest,"Taipei, Taiwan",Ethiopia; Nicaragua,Taiwan,Ethiopia; Nicaragua,Ethiopia, Nicaragua,,,,
Banko Gotiti Natural,"Madison, Wisconsin","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Blossom Blend Espresso,"Glendale, California",Ethiopia; El Salvador,United States,Ethiopia; El Salvador,Ethiopia, El Salvador,,,,
Ethiopia Worka Sakaro Anaerobic Natural,"Floyd, Virginia","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Natural Guji Sweet Lady,"Taipei, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Kochere Hama Jet Washing Station,"Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Colombia La Esperanza Potosí Anaerobic Process,"Durango, Colorado","Caicedonia, Valle de Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Guatemala Finca El General Slow Dry 6,"Chia-Yi, Taiwan","Acatenango growing region, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Honduras Finca Las Moras Parainema Yellow Honey,"Bozeman, Montana","Siguatepeque, Comayagua Department, Honduras",United States,Honduras,Honduras,,,,,
Peru Finca Churupampa,"Bozeman, Montana","Chirinos, San Ignacio Province, Peru",United States,Peru,Peru,,,,,
The Natural,"Lee, MassachUnited Statesetts","Banti Nenga, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Worka Sakaro Anaerobic Natural,"Floyd, Virginia","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Natural Guji Hambela SASA Lot 10,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Winter Wonder Blend,"Hoover, Alabama",Brazil; Honduras; Yemen,United States,Brazil; Honduras; Yemen,Brazil, Honduras, Yemen,,,
Indonesian Island Blend,"Meeteetse, Wyoming","Java, Flores and Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Ethiopia Guji (Rose Selection),"Minxiong, Chia-yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Organic Floyd FarmhoUnited Statese Blend,"Floyd, Virginia",Central America; Africa,United States,Central America; Africa,Central America, Africa,,,,
FTO Ethiopian,"Meeteetse, Wyoming","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Natural Yirgacheffe Adado Feysa Dira,"Chia-Yi, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Yirgacheffe Washed Banko Gotiti 3,"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
SGG Ethiopia Sidamo G2,"New Taipei City, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Guatemala Finca El General SummerEnd Espresso,"Chia-Yi, Taiwan","Acatenango growing region, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
414 Kenya SL34,"New Taipei City, Taiwan",Kenya,Taiwan,Kenya,Kenya,,,,,
Taiwan Geisha Honey,"Minneapolis, Minnesota","Alishan, Taiwan",United States,Taiwan,Taiwan,,,,,
Camilina Geisha,"San Diego, California","Piedra Candela, Chiriqui Province, Panama",United States,Panama,Panama,,,,,
Laura’s Reserve SL34,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Laura’s Reserve SL34,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Hacienda La Esmeralda Buenos Aires Geisha Natural,"Topeka, Kansas","Jaramillo, Panama",United States,Panama,Panama,,,,,
Laura’s Reserve SL34,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Laura’s Reserve SL34,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,"Chia-Yi, Taiwan","Chiriqui, Boquete growing region, Panama",Taiwan,Panama,Panama,,,,,
Coffea Diversa Rume Sudan Winey,"Minneapolis, Minnesota","Suchitan, Guatemala ",United States,Guatemala,Guatemala,,,,,
United States Puna Anaerobic Washed,"Minneapolis, Minnesota","Puna growing region, United States",United States,United States,United States,,,,,
Colombia Tolima,"San Diego, California","Tolima, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Sidama Bona Sweet Natural G1,"Hsinchu, Taiwan","idamo (also Sidama) growing region, Ethiopia ",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Sidama Bona Washed G1,"Hsinchu, Taiwan","Sidamo (also Sidama) growing region, Ethiopia ",Taiwan,Ethiopia,Ethiopia,,,,,
El Jardin,"Madison, Wisconsin","Antioquia, Colombia",United States,Colombia,Colombia,,,,,
CBD Coffee Dark Roast,"Captain Cook, United States","Kona growing region, United States",United States,United States,United States,,,,,
Costa Rica Cordillera del Fuego,"Johns Creek, Georgia","Tarrazu, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Kenya ARES,"Taipei, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Kenya Kirinyaga Kabare Karani AA,"Toronto, Ontario, Canada","Kirinyaga District, Kenya",Canada,Kenya,Kenya,,,,,
Kenya Kirinyaga Kii,"Yilan, Taiwan","Kirinyaga District, Kenya",Taiwan,Kenya,Kenya,,,,,
Empress Kenya,"Taipei, Taiwan","Kiambu growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Honduras,"Gibsons, British Columbia, Canada",Honduras,Canada,Honduras,Honduras,,,,,
Sidama Extreme Papilio Washed,"Taichung City, Taiwan","Sidamo (also Sidama) growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Sidama Extreme Papilio Natural,"Taichung City, Taiwan","Sidamo (also Sidama) growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Ethiopia Bombe Mountains,"Jersey City, New Jersey","Bombe mountains, Sidama Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Giakanja,"Sacramento, California","Nyeri County, Kenya",United States,Kenya,Kenya,,,,,
Colombia Antioqiua,"San Diego, California","Antioquia, Colombia",United States,Colombia,Colombia,,,,,
Kenya Rungeto,"Carlsbad, California","Kirinyaga District, Kenya",United States,Kenya,Kenya,,,,,
Costa Rica Termico,"Bozeman, Montana","Tarrazu growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Ethiopia Banko Gotiti,"Topeka, Kansas","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"San Diego, California","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Kirinyaga Peaberry,"Chicago, Illinois","Kirinyaga County, Kenya",United States,Kenya,Kenya,,,,,
Ethiopia Shantawene,"San Diego, California","Sidama (also Sidamo) growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Wachuri,"San Rafael, California","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Kenya Thunguri AA,"Los Angeles, California","Kirinyaga District, Kenya",United States,Kenya,Kenya,,,,,
Kenya Kiambu AB Top Lot,"Chia-Yi, Taiwan","Kiambu growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Rhapsody of Dreams,"Chia-Yi City, Taiwan","Kenya, Colombia",Taiwan,Colombia,Colombia,,,,,
Kenya Kirinyaga Peaberry,"Chicago, Illinois","Kirinyaga County, Kenya",United States,Kenya,Kenya,,,,,
Costa Rica Termico,"Bozeman, Montana","Tarrazu growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Ethiopia Banko Gotiti,"Topeka, Kansas","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"San Diego, California","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Hacienda Casablanca,"Toronto, Ontario, Canada","Cundinamarca, Colombia",Canada,Colombia,Colombia,,,,,
Monte Alban,"Madison, Wisconsin","Oaxaca, Mexico",United States,Mexico,Mexico,,,,,
Ethiopia Yabitu Koba,"Santa Rosa Beach, Florida","Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Chelbessa Danche,"Santa Rosa Beach, Florida","Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"Topeka, Kansas","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"San Diego, California","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Natural Guji D Minor Special Lot,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Honduras Sergio Romero Single-Origin Espresso,"Sacramento, California","Corquin, Honduras",United States,Honduras,Honduras,,,,,
Buna Boka #1,"Madison, Wisconsin","idamo (also Sidama) growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Guji 1 Natural Hambela Lot 215,"ManliUnited States, New York","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya AA Top Gatomboya,"Martinez, California","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Heart & Soul Espresso Blend,"Martinez, California",Guatemala; Ethiopia,United States,Guatemala; Ethiopia,Guatemala, Ethiopia,,,,
San Diego Natural,"Madison, Wisconsin","Tarrazu, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Nux Espresso Blend,"Hong Kong, China",Brazil; Nicaragua,China,Brazil; Nicaragua,Brazil, Nicaragua,,,,
Finca Santa Isabel,"Antigua, Guatemala","Cobán growing region, Alta Verapaz, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Kenya Baragwi Guama AB,"Bedford, New Hampshire","Kirinyaga District, Kenya",United States,Kenya,Kenya,,,,,
La Esperanza Colombian Natural X.O.,"Durango, Colorado","Valle de Cauca, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,"Bozeman, Montana","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"Topeka, Kansas","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Banko Gotiti,"San Diego, California","Kochere, Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Finca El Pintado,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
La Esperanza Villa Sarchi,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
La Esperanza Borbón,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Finca El Jardin Guatemala,"Castorland, New York","Fraijanes growing region, Guatemala",United States,Guatemala,Guatemala,,,,,
Kenya Kiambu Maua Lot AB,"Chia-Yi, Taiwan","Kiambu growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Natural Guji Kercha Lot Riverside,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Finca Santa Isabel,"Antigua, Guatemala","Cobán growing region, Alta Verapaz, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Finca Santa Isabel,"Antigua, Guatemala","Cobán growing region, Alta Verapaz, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Finca Santa Isabel,"Antigua, Guatemala","Cobán growing region, Alta Verapaz, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Finca San Carlos,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Finca San Carlos,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Finca San Carlos,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Costa Rica Yellow Honey Lot Kinka Bear,"Chia-Yi, Taiwan",Costa Rica,Taiwan,Costa Rica,Costa Rica,,,,,
Ethiopia Nectar Natural,"Taichung City, Taiwan","Djimma, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
The Aurora Project,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
5a Sur,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
5a Poniente,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
5a Sur,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
5a Sur,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
5a Sur,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
5a Poniente,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
5a Poniente,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
5a Poniente,"Antigua, Guatemala","Antigua growing region, Guatemala",Guatemala,Guatemala,Guatemala,,,,,
Panama Bambito Estate Geisha Anaerobic Natural,"San Diego, California","Volcan Baru, Boquete growing region, Panama",United States,Panama,Panama,,,,,
Holiday Coffee,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Holiday Coffee,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
HWC Holy Melody Espresso Blend,"Taichung, Taiwan",Kenya; Ethiopia,Taiwan,Kenya; Ethiopia,Kenya, Ethiopia,,,,
HWC Power Drum Espresso Blend,"Taichung, Taiwan","Peru, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
United States Island Blend Espresso,"Hilo, Hawaii","Ka‘ū and Kona growing regions, United States",United States,United States,United States,,,,,
Holiday Coffee,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Colombia Huila Espiritu Blanc Geisha Semi-Washed Anaerobic,"Taipei, Taiwan","Huila, Colombia",Taiwan,Colombia,Colombia,,,,,
Uganda Sipi Falls Station Anaerobic Natural,"Yilan, Taiwan","Sipi Falls, Bugisu Region, Uganda",Taiwan,Uganda,Uganda,,,,,
Ethiopia Natural Sidama 74158,"Chia-Yi, Taiwan","Sidamo growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Guatemala El Injerto Ethiopia Landrace Natural,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",United States,Guatemala,Guatemala,,,,,
Colombia El Chaferote Pink Bourbon,"San Diego, California","Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Chili Bourbon,"Lee, MassachUnited Statesetts","Circasia, Quindio, Colombia",United States,Colombia,Colombia,,,,,
Peru Natural Gesha,"Santa Rosa Beach, Florida","Cajamarca, Peru",United States,Peru,Peru,,,,,
RobUnited Statesta Rosso,"Hilo, Hawai'i","Phu Khaa, Nan Province, Thailand",Hawai'i,Thailand,Thailand,,,,,
Ecuador RobUnited Statesta Lactic Natural,"Hilo, Hawaii","Santa Elena Province, Ecuador",United States,Ecuador,Ecuador,,,,,
Colombia Double Anaerobic Washed Los Nogales Yellow Bourbon,"Chia-Yi, Taiwan","Huila Department, Colombia",Taiwan,Colombia,Colombia,,,,,
Costa Rica Danilo Salazar San Cristobal Natural,"Portland, Maine","Llano Bonita de Naranjo, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Yirgacheffe Chelbesa Danche,"San Diego, California","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Guji Buku,"San Diego, California","Kebele, Buku Sayisa, Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Guji Buku,"San Diego, California","Kebele, Buku Sayisa, Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Yirgacheffe Gedeb Chelbesa Natural,"Taipei, Taiwan","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Kenya Nyeri Chinga,"San Diego, California","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Campazi #9 Natural Burundi,"Madison, Wisconsin","Murata, Kayanza, Burundi",United States,Burundi,Burundi,,,,,
Organic Guatemala Tojquia,"Viroqua, Wisconsin","Todos Santos Cuchumatan, Huehuetenango, Guatemala",United States,Guatemala,Guatemala,,,,,
DR Congo Muungnano Natural Single-Origin Espresso,"Sacramento, California","South Kivu, Democratic Republic of the Congo",United States,Democratic Republic of the Congo,Democratic Republic of the Congo,,,,,
Kenya Muthua-Ini AB,"San Diego, California","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Mexico Finca Muxbal,"San Diego, California","Chiapas, Mexico",United States,Mexico,Mexico,,,,,
Tirra Natural Costa Rica,"Madison, Wisconsin","Tarrazú, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Honduras La Lesquiñada,"Sacramento, California","Corquin, Honduras",United States,Honduras,Honduras,,,,,
Chelbessa Ethiopia,"Madison, Wisconsin","Chelbessa, Gedeb, Yirgacheffe, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Gerbicho Lela,"Ashland, Oregon","Aleta Wendo, Sidamo growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
